Date,High,Low,Open,Close,Volume,Adj Close,ClosePrice,Fast10DayEMA,Slow40DayEMA,APO,Trades,Position,Pnl
2014-01-02,556.7880249023438,552.0607299804688,555.6472778320312,554.481689453125,3656454.0,554.481689453125,554.481689453125,554.481689453125,554.481689453125,0.0,0,0,0.0
2014-01-03,556.3795776367188,550.4019775390625,555.4181518554688,550.4368286132812,3345894.0,550.4368286132812,550.4368286132812,554.0964646112351,554.2843791682545,-0.1879145570194396,0,0,0.0
2014-01-06,557.3409423828125,551.1541137695312,554.4268798828125,556.5738525390625,3551864.0,556.5738525390625,556.5738525390625,554.3324063186473,554.3960607960988,-0.06365447745156416,0,0,0.0
2014-01-07,567.717041015625,558.4866333007812,560.3994750976562,567.3035888671875,5124336.0,567.3035888671875,567.3035888671875,555.5677570375559,555.0256963117616,0.542060725794272,0,0,0.0
2014-01-08,571.517822265625,564.5289916992188,570.8602905273438,568.4841918945312,4501811.0,568.4841918945312,568.4841918945312,556.7978936906012,555.682208291409,1.1156853991922162,0,0,0.0
2014-01-09,569.9735717773438,560.678466796875,569.5850830078125,563.0097045898438,4184626.0,563.0097045898438,563.0097045898438,557.3894947286243,556.0396471352351,1.3498475933891996,0,0,0.0
2014-01-10,567.4132080078125,559.0296020507812,567.4132080078125,562.9797973632812,4303069.0,562.9797973632812,562.9797973632812,557.9219045033535,556.3781910487983,1.5437134545552453,0,0,0.0
2014-01-13,571.3135986328125,556.4990844726562,561.1317138671875,559.3932495117188,4855933.0,559.3932495117188,559.3932495117188,558.0620325993883,556.5252670713797,1.5367655280085728,0,0,0.0
2014-01-14,573.3509521484375,561.938720703125,566.8502807617188,572.553955078125,4983811.0,572.553955078125,572.553955078125,559.4422156926013,557.307154291221,2.1350614013803124,0,0,0.0
2014-01-15,575.3434448242188,569.7593994140625,574.3422241210938,572.1654052734375,3915020.0,572.1654052734375,572.1654052734375,560.6539480336334,558.0319470220608,2.6220010115725927,0,0,0.0
2014-01-16,576.802978515625,571.8565673828125,572.4044799804688,575.951171875,3380423.0,575.951171875,575.951171875,562.1108264947159,558.9060555514724,3.2047709432434885,0,0,0.0
2014-01-17,578.14794921875,569.963623046875,576.2650146484375,573.1168212890625,5422850.0,573.1168212890625,573.1168212890625,563.1590164751299,559.5992636362329,3.5597528388969977,0,0,0.0
2014-01-21,579.82666015625,573.5003662109375,578.2974243164062,579.67724609375,3974642.0,579.67724609375,579.67724609375,564.7321812007127,560.5786774146484,4.153503786064334,0,0,0.0
2014-01-22,581.764404296875,577.2662353515625,581.1267700195312,580.3347778320312,3154580.0,580.3347778320312,580.3347778320312,566.2181427846479,561.5423896301305,4.675753154517338,0,0,0.0
2014-01-23,579.074462890625,575.0296630859375,577.8341064453125,577.8839721679688,3912811.0,577.8839721679688,577.8839721679688,567.329174154488,562.3395399978299,4.989634156658099,0,0,0.0
