Date,High,Low,Open,Close,Volume,Adj Close,ClosePrice,Fast10DayEMA,Slow40DayEMA,APO,Trades,Position,Pnl
2014-01-02,556.7880249023438,552.0607299804688,555.6472778320312,554.481689453125,3656454.0,554.481689453125,554.481689453125,554.481689453125,554.481689453125,0.0,0,0,0.0
2014-01-03,556.3795776367188,550.4019775390625,555.4181518554688,550.4368286132812,3345894.0,550.4368286132812,550.4368286132812,553.746260209517,554.2843791682545,-0.5381189587375275,0,0,0.0
2014-01-06,557.3409423828125,551.1541137695312,554.4268798828125,556.5738525390625,3551864.0,556.5738525390625,556.5738525390625,554.260367905798,554.3960607960988,-0.13569289030078835,0,0,0.0
2014-01-07,567.717041015625,558.4866333007812,560.3994750976562,567.3035888671875,5124336.0,567.3035888671875,567.3035888671875,556.6318626260506,555.0256963117616,1.6061663142889984,0,0,0.0
2014-01-08,571.517822265625,564.5289916992188,570.8602905273438,568.4841918945312,4501811.0,568.4841918945312,568.4841918945312,558.7868315839562,555.682208291409,3.104623292547217,0,0,0.0
2014-01-09,569.9735717773438,560.678466796875,569.5850830078125,563.0097045898438,4184626.0,563.0097045898438,563.0097045898438,559.5546266759358,556.0396471352351,3.514979540700665,0,0,0.0
2014-01-10,567.4132080078125,559.0296020507812,567.4132080078125,562.9797973632812,4303069.0,562.9797973632812,562.9797973632812,560.1773849827258,556.3781910487983,3.7991939339275405,0,0,0.0
2014-01-13,571.3135986328125,556.4990844726562,561.1317138671875,559.3932495117188,4855933.0,559.3932495117188,559.3932495117188,560.0348148970882,556.5252670713797,3.5095478257084096,0,0,0.0
2014-01-14,573.3509521484375,561.938720703125,566.8502807617188,572.553955078125,4983811.0,572.553955078125,572.553955078125,562.3110222027312,557.307154291221,5.0038679115102696,0,0,0.0
2014-01-15,575.3434448242188,569.7593994140625,574.3422241210938,572.1654052734375,3915020.0,572.1654052734375,572.1654052734375,564.1027282155869,558.0319470220608,6.070781193526159,0,0,0.0
2014-01-16,576.802978515625,571.8565673828125,572.4044799804688,575.951171875,3380423.0,575.951171875,575.951171875,566.2569906991166,558.9060555514724,7.350935147644236,0,0,0.0
2014-01-17,578.14794921875,569.963623046875,576.2650146484375,573.1168212890625,5422850.0,573.1168212890625,573.1168212890625,567.5042326245613,559.5992636362329,7.904968988328392,0,0,0.0
2014-01-21,579.82666015625,573.5003662109375,578.2974243164062,579.67724609375,3974642.0,579.67724609375,579.67724609375,569.7175078007774,560.5786774146484,9.13883038612903,0,0,0.0
2014-01-22,581.764404296875,577.2662353515625,581.1267700195312,580.3347778320312,3154580.0,580.3347778320312,580.3347778320312,571.6479205337326,561.5423896301305,10.10553090360213,1,10,0.0
2014-01-23,579.074462890625,575.0296630859375,577.8341064453125,577.8839721679688,3912811.0,577.8839721679688,577.8839721679688,572.7817481035937,562.3395399978299,10.442208105763825,0,10,-24.508056640625
2014-01-24,574.6211547851562,559.4031982421875,573.3558959960938,559.816650390625,7814180.0,559.816650390625,559.816650390625,570.4244576103267,562.2164722121125,8.207985398214191,0,10,-205.1812744140625
2014-01-27,561.1466674804688,539.1142578125,560.9474487304688,548.558837890625,8739837.0,548.558837890625,548.558837890625,566.4488903885627,561.5502461476498,4.898644240912972,0,10,-317.7593994140625
2014-01-28,560.7730712890625,552.8975830078125,553.0869140625,559.408203125,4436969.0,559.408203125,559.408203125,565.1687654315514,561.4457562441058,3.723009187445541,0,10,-209.2657470703125
2014-01-29,558.7805786132812,547.6572265625,557.470458984375,551.3932495117188,4777641.0,551.3932495117188,551.3932495117188,562.6641261734,560.9553900620382,1.708736111361759,0,10,-289.415283203125
2014-01-30,574.0931396484375,561.520263671875,570.3621215820312,565.5750732421875,10220968.0,565.5750732421875,565.5750732421875,563.1933892768159,561.1807404610698,2.012648815746047,0,10,-147.5970458984375
2014-01-31,591.0545654296875,573.4157104492188,583.4879150390625,588.2799682617188,11174328.0,588.2799682617188,588.2799682617188,567.7545854558891,562.502654012321,5.251931443568083,0,10,79.451904296875
2014-02-03,588.653564453125,563.8914184570312,587.3983154296875,564.5987548828125,9172452.0,564.5987548828125,564.5987548828125,567.1807980789661,562.6049028352719,4.575895243694163,0,10,-157.3602294921875
